"bandNumber","site","date","age","sex","mass","wing","species"
"2341-29327","BUISNORVA1","2008-07-13","U","U",19.1,65,"SOSP"
"2341-29344","MORRCHRVA1","2010-06-30","AHY","F",22.4,62,"SOSP"
"2341-29345","MORRCHRVA1","2010-06-30","HY","U",NA,NA,"SOSP"
"2341-29346","MORRCHRVA1","2010-06-30","AHY","U",18.6,62,"CARW"
"2341-29347","MORRCHRVA1","2010-06-30","HY","U",NA,NA,"CARW"
"2341-29348","MORRCHRVA1","2010-06-30","AHY","F",17.6,56.5,"CARW"
"2341-29349","MORRCHRVA1","2010-06-30","HY","U",NA,NA,"CARW"
"2341-29350","PADORAMVA1","2010-07-01","AHY","M",19.3,66,"SOSP"
"2341-29351","PADORAMVA1","2010-07-01","AHY","M",19.3,65,"SOSP"
"2341-29353","FISHFERVA1","2010-07-03","AHY","F",18.9,63.5,"SOSP"
"2341-29355","FISHFERVA1","2010-07-03","AHY","M",20,65,"SOSP"
"2341-29356","FISHFERVA1","2010-07-03","HY","U",19.3,62,"SOSP"
"2341-29357","FISHFERVA1","2010-07-03","AHY","M",21.4,60,"CARW"
"2341-29375","MCDOELIVA1","2010-07-17","HY","U",19.9,57,"CARW"
"2341-29376","MCDOELIVA1","2010-07-17","HY","U",20.1,60,"CARW"
"2341-29390","COLSKATMD1","2012-05-18","AHY","F",21.4,63,"SOSP"
"2341-29391","CAMPROSMD1","2012-05-19","AHY","F",21.3,63,"CARW"
"2341-29392","CAMPROSMD1","2012-05-19","U","U",18.7,56,"CARW"
"2341-29393","CAMPROSMD1","2012-05-19","U","U",16.2,55,"CARW"
"2341-29394","WILLTERMD1","2012-05-24","AHY","M",19.2,58,"CARW"
"2341-29396","STURCARMD1","2012-05-26","AHY","M",21.5,61,"CARW"
"2341-29398","BARBJERMD1","2012-06-04","AHY","M",19.9,59,"CARW"
"2341-29602","OLONMARDC1","2008-07-21","HY","U",17.4,56,"CARW"
"2341-29603","REITBOBMD1","2008-07-22","AHY","M",20,60,"SOSP"
"2341-29605","REITBOBMD1","2008-07-22","AHY","M",19.9,65,"SOSP"
"2341-29606","BROWANNDC1","2008-07-23","AHY","M",22.9,63,"SOSP"
"2341-30007","VONGJENMD1","2008-06-12","AHY","M",16.8,66,"SOSP"
"2341-30008","VONGJENMD1","2008-06-12","AHY","M",18.5,62,"CARW"
"2341-30015","SILLSCOMD1","2008-07-07","AHY","M",20.4,67,"SOSP"
"2341-30016","SILLSCOMD1","2008-07-07","AHY","M",19.5,66,"SOSP"
"2341-30017","SILLSCOMD1","2008-07-07","AHY","F",24.3,65,"SOSP"
"2341-30018","GERYERIMD1","2008-07-09","HY","U",18.8,63,"SOSP"
"2341-30019","GERYERIMD1","2008-07-09","AHY","M",20.2,68,"SOSP"
"2341-30023","EGANMARMD1","2008-07-16","AHY","M",21.3,69,"SOSP"
"2341-30106","BALASUCMD1","2008-06-07","AHY","M",17.5,57,"CARW"
"2341-30126","CAMPROSMD1","2008-06-25","ASY","M",22.4,70,"SOSP"
"2341-30127","WOLFKARDC1","2008-06-26","AHY","M",21.5,65,"SOSP"
"2341-30137","ONTAHOUDC1","2008-07-11","AHY","M",20.1,70,"SOSP"
"2341-30138","ONTAHOUDC1","2008-07-11","HY","U",17.8,61,"SOSP"
"2341-30152","BROWANNDC1","2014-07-18","AHY","M",NA,NA,"SOSP"
"2341-30154","STUECHRVA2","2014-07-19","AHY","F",NA,NA,"CARW"
"2341-30155","BROWANNMD1","2014-07-22","AHY","F",NA,NA,"SOSP"
"2341-30156","BROWANNMD1","2014-07-22","AHY","U",NA,NA,"CARW"
"2341-30165","KEYESUSMD1","2014-07-26","AHY","M",NA,NA,"SOSP"
"2341-30166","KEYESUSMD1","2014-07-26","AHY","U",NA,NA,"CARW"
"2341-30301","FARYSIMMD1","2008-06-13","AHY","M",23.2,65,"SOSP"
"2341-30302","TATEJUAMD1","2008-06-14","HY","U",19,59.5,"CARW"
"2341-30303","TATEJUAMD1","2008-06-14","AHY","M",20.2,67,"SOSP"
"2341-30304","PHARAIMMD1","2008-06-16","HY","U",17.8,56.5,"CARW"
"2341-30305","COLSKATMD1","2008-06-17","AHY","M",18.5,58,"CARW"
"2341-30310","PADORAMVA1","2008-06-23","AHY","M",19.8,67,"SOSP"
"2341-30317","BURDROBVA1","2008-07-08","AHY","M",21,66,"SOSP"
"2341-30319","BROWANNMD1","2008-07-11","AHY","M",20.9,66,"SOSP"
"2341-30320","BROWANNMD1","2008-07-11","AHY","M",18.8,63,"SOSP"
"2341-30356","BUISNORVA1","2012-05-26","AHY","F",22.5,58,"CARW"
"2341-30357","BUISNORVA1","2012-05-26","AHY","U",22,56,"CARW"
"2341-30358","BUISNORVA1","2012-05-26","HY","U",19.9,56,"CARW"
"2341-30359","BUISNORVA1","2012-05-26","HY","U",17.3,57,"CARW"
"2341-30369","ROHRSALMD1","2012-06-15","U","U",16.9,58,"CARW"
"2341-30375","WOLFAMYDC1","2012-07-07","HY","U",NA,NA,"SOSP"
"2341-30376","WOLFAMYDC1","2012-07-07",NA,NA,NA,NA,"SOSP"
"2341-30377","WOLFAMYDC1","2012-07-07","U","U",19.1,63,"SOSP"
"2341-30378","REITBOBMD1","2012-07-10","AHY","U",19.8,58,"CARW"
"2341-30379","REITBOBMD1","2012-07-10","AHY","U",21.5,62,"CARW"
"2341-30380","ONTAHOUDC1","2012-07-11","HY","U",20.8,63,"SOSP"
"2341-30381","ONTAHOUDC1","2012-07-11","AHY","F",21.7,62,"SOSP"
"2341-30382","ONTAHOUDC1","2012-07-11","AHY","M",15.7,68,"SOSP"
"2341-30390","STUECHRVA2","2012-07-28","AHY","U",21.7,61,"CARW"
"2341-30391","STUECHRVA2","2012-07-28","AHY","F",17.2,56,"CARW"
"2341-30392","STUECHRVA2","2012-07-28","U","U",NA,NA,"CARW"
"2341-30393","WOLFKARDC1","2012-08-06","AHY","M",20.1,65,"SOSP"
"2341-30394","WOLFKARDC1","2012-08-06","AHY","F",21.4,60,"SOSP"
"2341-30395","WOLFKARDC1","2012-08-06","AHY","M",21.6,68,"SOSP"
"2341-30396","GECACARVA1","2013-05-06","AHY","F",NA,NA,"CARW"
"2341-34108","LEONTESDC1","2008-06-10","AHY","M",NA,NA,"CARW"
"2341-96604","REITBOBMD1","2008-07-22","HY","U",NA,NA,"SOSP"
"2350-07610","SCHLROBMD1","2004-07-01","AHY","M",8,62,"CACH"
"2350-07611","SCHLROBMD1","2004-07-01","AHY","F",9,59.5,"CACH"
"2350-07895","ROHRSALMD1","2004-05-17","AHY","M",10.5,61.5,"CACH"
"2350-07896","SCHLROBMD1","2004-05-19","AHY","U",10,64,"CACH"
"2370-05553","CAMPGLOMD1","2004-06-08","AHY","F",11.2,51,"HOWR"
"2370-05664","OBRICHRMD1","2005-05-02","AHY","M",16.49,50,"HOWR"
"2370-05686","CAMPGLOMD1","2005-07-12","AHY","M",10.7,51,"HOWR"
"2370-05687","CAMPGLOMD1","2005-07-12","AHY","F",NA,NA,"CACH"
"2370-05688","CAMPGLOMD1","2005-07-12","HY","U",9.1,63,"CACH"
"2370-05689","STURCARMD1","2005-07-12","AHY","M",NA,NA,"CACH"
"2370-05690","STURCARMD1","2005-07-12","HY","U",9.2,60,"CACH"
"2370-05691","STURCARMD1","2005-07-12","AHY","U",14,47,"HOWR"
"2370-05694","MOLIKARMD1","2005-07-20","AHY","M",10,50,"HOWR"
"2370-05701","STURCARMD1","2004-05-07","AHY","M",10.4,51,"HOWR"
"2370-05717","OBRICHRMD1","2004-05-20","AHY","M",10.2,49,"HOWR"
"2370-05731","REITBOBMD1","2004-05-28","AHY","F",12.1,48,"HOWR"
"2370-05959","BROWANNDC1","2004-06-14","AHY","F",10.2,50,"HOWR"
"2380-02404","BLOCDAVMD1","2004-06-02","AHY","M",10.9,53,"HOWR"
"2380-02410","MOSMCARMD1","2004-06-10","AHY","M",11.2,50,"HOWR"
"2380-27183","ROHRSALMD1","2005-06-01","HY","U",9.1,59,"CACH"
"2400-00655","SALOSHEMD1","2005-06-08","AHY","M",10.2,49,"HOWR"
"2400-00658","REITBOBMD1","2005-06-27","AHY","M",10,52,"HOWR"
"2400-00666","TATEJUAMD1","2006-05-27","AHY","M",10.6,55,"HOWR"
"2400-00667","REITBOBMD1","2006-05-29","AHY","M",10.1,50,"HOWR"
"2400-00668","REITBOBMD1","2006-05-29","AHY","F",16.6,48,"HOWR"
"2400-00669","STANJEFMD1","2006-06-06","AHY","F",NA,NA,"HOWR"
"2400-00671","STANJEFMD1","2006-06-06","AHY","M",NA,NA,"HOWR"
"2400-00672","COLSKATMD1","2006-06-13","AHY","M",NA,NA,"HOWR"
"2400-00679","MANNJANDC1","2007-05-23","AHY","M",10.1,51,"HOWR"
"2400-00680","MANNJANDC1","2007-05-23","AHY","U",11.5,51.5,"HOWR"
"2400-00681","MANNJANDC1","2007-05-23","AHY","M",10.2,62,"CACH"
"2400-00682","STANJEFMD1","2007-05-24","AHY","M",10.4,50,"HOWR"
"2400-00686","BEALTOMMD1","2007-05-29","U","U",10.3,63,"CACH"
"2400-00687","BEALTOMMD1","2007-05-29","AHY","M",10.3,61,"CACH"
"2400-00688","BEALTOMMD1","2007-05-29","U","U",9.1,60,"CACH"
"2400-00689","STURCARMD1","2007-05-31","U","U",11.6,47,"HOWR"
"2400-00690","STURCARMD1","2007-05-31",NA,NA,NA,NA,"CACH"
"2400-00691","STURCARMD1","2007-05-31","U","U",11.1,51,"HOWR"
"2400-00692","STURCARMD1","2007-05-31","U","M",NA,NA,"HOWR"
"2400-22738","STANJEFMD1","2008-06-11","AHY","F",11.9,48,"HOWR"
"2411-14055","KESTSABDC1","2010-05-15","AHY","M",22.1,60,"CARW"
"2411-15037","SILLSCOMD1","2009-07-14","U","U",18,63,"SOSP"
"2411-15050","WOLFKARDC1","2009-07-29","AHY","M",20,65,"SOSP"
"2411-37103","BRIGKIMMD1","2009-05-28","AHY","M",45.5,93,"NOCA"
"2411-37104","BRIGKIMMD1","2009-05-28","AHY","M",36.1,86,"GRCA"
"2411-37105","COLSKATMD1","2009-05-29","AHY","F",40.5,90.5,"NOCA"
"2411-37111","BUISNORVA1","2009-06-07","AHY","M",35.6,89,"GRCA"
"2411-37112","BUISNORVA1","2009-06-07","AHY","M",43.2,93,"NOCA"
"2411-37129","LEONTESDC1","2009-06-21","AHY","M",40,82,"GRCA"
"2411-37159","KESTSABDC1","2009-07-11","AHY","F",35.6,89,"GRCA"
"2411-37160","KESTSABDC1","2009-07-11","AHY","F",34.8,86,"GRCA"
"2411-37186","REITBOBMD1","2009-07-28","HY","U",34.3,90,"GRCA"
"2411-37187","REITBOBMD1","2009-07-28","AHY","F",42.2,90,"NOCA"
"2411-37188","REITBOBMD1","2009-07-28","AHY","M",37.5,95,"GRCA"
"2411-37201","SCHLROBMD1","2009-05-15","AHY","F",46.3,91.5,"GRCA"
"2411-37202","SCHLROBMD1","2009-05-15","AHY","M",41.9,96,"NOCA"
"2411-37203","SCHLROBMD1","2009-05-15","AHY","M",41.4,96,"NOCA"
"2411-37204","SCHLROBMD1","2009-05-15","AHY","F",49.1,88,"NOCA"
"2411-37205","SCHLROBMD1","2009-05-15","AHY","F",46.7,98,"NOCA"
"2411-37206","SCHLROBMD1","2009-05-15","AHY","M",35,89,"GRCA"
"2411-37207","SCHLROBMD1","2009-05-15","AHY","M",42.9,92,"NOCA"
"2411-37208","SCHLROBMD1","2009-05-15","AHY","F",38.9,86,"NOCA"
"2411-37209","SCHLROBMD1","2009-05-15","AHY","F",47.3,89,"NOCA"
"2411-37210","SCHLROBMD1","2009-05-15","AHY","M",36.1,89,"GRCA"
"2411-37211","SCHLROBMD1","2009-05-15","AHY","M",39.9,96,"NOCA"
"2411-37220","MOSMCARMD1","2009-05-19","AHY","M",46.9,97,"NOCA"
"2411-37221","MOSMCARMD1","2009-05-19","AHY","F",43.6,91,"NOCA"
"2411-37224","NEWBCARVA1","2009-05-22","HY","U",39.4,84,"NOCA"
"2411-37225","NEWBCARVA1","2009-05-22","AHY","M",40.4,95,"NOCA"
"2411-37228","BURDROBVA1","2009-05-25","AHY","F",45.8,92,"NOCA"
"2411-37229","BURDROBVA1","2009-05-25","AHY","M",33.2,85,"GRCA"
"2411-37230","BURDROBVA1","2009-05-25","AHY","M",40.8,94,"NOCA"
"2411-37231","BURDROBVA1","2009-05-25","AHY","M",32.8,91,"GRCA"
"2411-37240","CAMPROSMD1","2009-05-29","AHY","F",40.8,91,"NOCA"
"2411-37241","CAMPROSMD1","2009-05-29","AHY","M",38.6,91,"GRCA"
"2411-37242","CAMPROSMD1","2009-05-29","AHY","M",39,97,"NOCA"
"2411-37243","CAMPROSMD1","2009-05-29","AHY","M",44.14,86,"GRCA"
"2411-37244","CAMPROSMD1","2009-05-29","AHY","M",34.1,83,"GRCA"
"2411-37245","CAMPROSMD1","2009-05-29","AHY","M",41.1,93,"NOCA"
"2411-37246","CAMPROSMD1","2009-05-29","AHY","M",35.6,91,"GRCA"
"2411-37247","CAMPROSMD1","2009-05-29","AHY","F",46.9,90,"NOCA"
"2411-37248","CAMPROSMD1","2009-05-29","AHY","M",35.6,87.5,"GRCA"
"2411-37256","KEYESUSMD1","2009-06-02","AHY","M",43.7,93,"NOCA"
"2411-37257","KEYESUSMD1","2009-06-02","ASY","M",38,90,"GRCA"
"2411-37258","KEYESUSMD1","2009-06-02","AHY","F",46.8,90,"NOCA"
"2411-37259","KEYESUSMD1","2009-06-02","ASY","M",35.2,90,"GRCA"
"2411-37260","KEYESUSMD1","2009-06-02","AHY","M",41.6,95,"NOCA"
"2411-37261","KEYESUSMD1","2009-06-02","AHY","M",42.6,95,"NOCA"
"2411-37282","MCDOELIVA1","2009-06-16","AHY","M",34.7,90,"GRCA"
"2411-37289","MISSEDDC1","2009-06-25","AHY","M",36.2,94,"GRCA"
"2411-37348","LANDCELVA1","2009-06-20","ASY","M",35.2,92,"GRCA"
"2411-37349","LANDCELVA1","2009-06-20","ASY","M",38.3,100,"GRCA"
"2411-37350","LANDCELVA1","2009-06-20","AHY","M",37.3,88,"GRCA"
"2411-37351","LANDCELVA1","2009-06-20","ASY","M",35,88,"GRCA"
"2411-37352","LANDCELVA1","2009-06-20","AHY","F",48.9,94,"NOCA"
"2411-37367","ONTAHOUDC1","2009-06-26","AHY","M",38.3,91,"NOCA"
"2411-37368","ONTAHOUDC1","2009-06-26","AHY","F",33.9,86,"GRCA"
"2411-37369","ONTAHOUDC1","2009-06-26","AHY","F",40.9,93,"NOCA"
"2411-37370","ONTAHOUDC1","2009-06-26","AHY","M",33.9,89,"GRCA"
"2411-37371","ONTAHOUDC1","2009-06-26","AHY","F",33.5,89,"GRCA"
"2411-37381","OLONMARDC1","2009-07-01","ASY","M",34.3,89,"GRCA"
"2411-37382","OLONMARDC1","2009-07-01","HY","U",34.8,84.5,"GRCA"
"2411-37383","OLONMARDC1","2009-07-01","HY","U",36.5,88.5,"GRCA"
"2411-37384","OLONMARDC1","2009-07-01","ASY","M",36.2,92.5,"GRCA"
"2411-37402","VONGJENMD1","2009-06-23","SY","F",34.8,85,"GRCA"
"2411-37403","VONGJENMD1","2009-06-23","AHY","M",37.9,92,"GRCA"
"2411-37404","VONGJENMD1","2009-06-23","AHY","M",35.1,93,"GRCA"
"2411-37405","VONGJENMD1","2009-06-23","AHY","M",42.2,95,"NOCA"
"2411-37406","VONGJENMD1","2009-06-23","AHY","M",33.5,88.5,"GRCA"
"2411-37407","VONGJENMD1","2009-06-23","AHY","M",33.9,88.5,"GRCA"
"2411-37410","PHARAIMMD1","2009-06-25","AHY","M",42.9,92,"NOCA"
"2411-37416","OBRICHRMD1","2009-06-30","AHY","F",37.9,92,"GRCA"
"2411-37417","OBRICHRMD1","2009-06-30","AHY","M",32.7,91,"GRCA"
"2411-37418","STURCARMD1","2009-07-03","AHY","F",39.2,88.5,"GRCA"
"2411-37419","STURCARMD1","2009-07-03","U","U",37.4,91,"GRCA"
"2411-37420","STURCARMD1","2009-07-03","AHY","M",41.1,96,"NOCA"
"2411-37421","STURCARMD1","2009-07-03","AHY","F",38.4,90,"GRCA"
"2411-37424","WILLTERMD1","2009-07-13","AHY","M",43,92,"NOCA"
"2411-37425","WILLTERMD1","2009-07-13","AHY","F",33.3,88,"GRCA"
"2411-37426","WILLTERMD1","2009-07-13","HY","U",36.6,90,"GRCA"
"2411-37711","FISHFERVA1","2009-05-30","AHY","F",40,89,"NOCA"
"2411-37712","FISHFERVA1","2009-05-30","AHY","M",34.9,87,"GRCA"
"2411-37713","FISHFERVA1","2009-05-30","AHY","M",53,95,"NOCA"
"2411-37714","FISHFERVA1","2009-05-30","AHY","F",NA,NA,"GRCA"
"2411-37734","MANNJANDC1","2009-06-16","HY","U",38,85,"NOCA"
"2411-37735","MANNJANDC1","2009-06-16","AHY","F",39,93,"NOCA"
"2411-37736","MANNJANDC1","2009-06-16","HY","U",36,82,"NOCA"
"2411-37737","MANNJANDC1","2009-06-16","HY","U",41,80,"NOCA"
"2411-37738","MANNJANDC1","2009-06-16","U","U",37,92,"GRCA"
"2411-37739","MANNJANDC1","2009-06-16","AHY","F",40,93,"NOCA"
"2411-37740","MANNJANDC1","2009-06-16","AHY","M",46,94,"NOCA"
"2411-37741","MANNJANDC1","2009-06-16","HY","U",41,89,"NOCA"
"2411-37748","BLOCDAVMD1","2009-06-23","AHY","M",45,95,"NOCA"
"2411-37752","TATEJUAMD1","2009-06-29","AHY","F",48,89,"NOCA"
"2411-37753","TATEJUAMD1","2009-06-29","AHY","F",39,92,"GRCA"
"2411-37754","TATEJUAMD1","2009-06-29","HY","U",32,88,"GRCA"
"2411-37755","TATEJUAMD1","2009-06-29","U","M",34,89,"GRCA"
"2411-37756","TATEJUAMD1","2009-06-29","U","U",37,89,"GRCA"
"2411-37757","TATEJUAMD1","2009-06-29","AHY","M",35,95,"GRCA"
"2411-37758","TATEJUAMD1","2009-06-29","AHY","M",33,95,"GRCA"
"2411-37759","TATEJUAMD1","2009-06-29","AHY","M",36,90,"GRCA"
"2411-37760","TATEJUAMD1","2009-06-29","AHY","M",34,90,"GRCA"
"2411-37793","BUISNORVA1","2010-05-29","AHY","M",35.4,88,"GRCA"
"2411-37794","BUISNORVA1","2010-05-29","AHY","M",36.5,90,"GRCA"
"2411-37800","LANDCELVA1","2010-06-04","AHY","F",36.3,83,"GRCA"
"2411-37987","VONGJENMD1","2010-05-10","AHY","F",NA,NA,"NOCA"
"2411-37988","VONGJENMD1","2010-05-10","AHY","M",42.6,93,"NOCA"
"2411-37989","VONGJENMD1","2010-05-10","AHY","M",40.3,84,"GRCA"
"2411-37990","VONGJENMD1","2010-05-10","AHY","F",39.2,87,"NOCA"
"2411-37991","ZAMBTRAMD1","2010-05-11","AHY","M",33,88.5,"GRCA"
"2421-11346","BALASUCMD1","2015-05-16","AHY","M",42.2,97,"NOCA"
"2421-11347","BALASUCMD1","2015-05-16","HY","U",37.3,81,"NOCA"
"2421-11348","KEYESUSMD1","2015-05-18","AHY","U",28.6,90,"GRCA"
"2421-11360","OLONMARDC1","2015-07-14","HY","U",39.9,85,"NOCA"
"2421-11364","ONTAHOUDC1","2015-06-16","AHY","M",43.4,90,"GRCA"
"2421-11365","ONTAHOUDC1","2015-06-16","AHY","U",35.3,95,"GRCA"
"2421-11366","ONTAHOUDC1","2015-06-16","AHY","M",49.2,96,"NOCA"
"2421-11367","ONTAHOUDC1","2015-06-16","AHY","U",35.5,94,"GRCA"
"2421-11368","TATEJUAMD1","2015-06-17","HY","U",41.1,88,"NOCA"
"2421-11369","TATEJUAMD1","2015-06-17","AHY","M",39.8,95,"NOCA"
"2421-11370","TATEJUAMD1","2015-06-17","AHY","F",49.2,98,"NOCA"
"2421-11371","TATEJUAMD1","2015-06-17","AHY","M",43.8,92,"NOCA"
"2421-11372","TATEJUAMD1","2015-06-17","AHY","F",43.7,93,"NOCA"
"2421-11373","TATEJUAMD1","2015-06-17","HY","U",40.9,85,"NOCA"
"2421-11374","TATEJUAMD1","2015-06-17","HY","U",38.7,83,"NOCA"
"2421-11375","TATEJUAMD1","2015-06-17","HY","U",38.7,84,"NOCA"
"2421-11378","PHARAIMMD1","2015-06-20","AHY","M",43.6,97,"NOCA"
"2421-11379","PHARAIMMD1","2015-06-20","AHY","M",43.2,99,"NOCA"
"2421-11380","PHARAIMMD1","2015-06-20","AHY","F",47.1,92,"NOCA"
"2421-11381","PERRCHRMD1","2015-06-22","AHY","F",42,93,"NOCA"
"2421-11382","PERRCHRMD1","2015-06-22","AHY","F",47.3,95,"NOCA"
"2421-11393","BUISNORVA1","2015-07-06","AHY","M",45.6,99,"NOCA"
"2421-11394","VONGJENMD1","2015-07-08","AHY","F",35,85,"GRCA"
"2421-11395","VONGJENMD1","2015-07-08","AHY","U",33.4,90,"GRCA"
"2421-11396","VONGJENMD1","2015-07-08","AHY","F",46.3,95,"NOCA"
"2421-11397","SCHLROBMD1","2015-07-10","AHY","M",42.3,95,"NOCA"
"2421-11398","STANJEFMD1","2015-07-13","AHY","F",38.6,85,"GRCA"
"2421-11399","OLONMARDC1","2015-07-14","AHY","U",35.8,91,"GRCA"
"2421-11400","OLONMARDC1","2015-07-14","HY","U",34.7,90,"GRCA"
"2421-11401","LANDCELVA1","2010-06-04","AHY","M",33.2,91,"GRCA"
"2421-11402","STUECHRVA2","2010-06-05","AHY","M",34.5,88.5,"GRCA"
"2421-11403","STUECHRVA2","2010-06-05","AHY","F",35.3,88,"GRCA"
"2421-11404","STUECHRVA2","2010-06-05","AHY","F",36.1,90,"GRCA"
"2421-11421","BURDROBVA1","2010-06-16","HY","U",39.6,61.5,"NOCA"
"2421-11422","BURDROBVA1","2010-06-16","AHY","F",40.1,90,"NOCA"
"2421-11423","BURDROBVA1","2010-06-16","AHY","F",41.4,90,"NOCA"
"2421-11424","BURDROBVA1","2010-06-16","AHY","M",40.5,89,"NOCA"
"2421-11425","BURDROBVA1","2010-06-16","AHY","F",43.7,87,"NOCA"
"2421-11426","BURDROBVA1","2010-06-16","AHY","U",34.5,85,"GRCA"
"2421-11427","BURDROBVA1","2010-06-16","AHY","F",37.3,85,"GRCA"
"2421-11431","NEWBCARVA1","2010-06-19","AHY","M",39.5,93,"NOCA"
"2421-11444","MORRCHRVA1","2010-06-30","AHY","F",46.4,92,"NOCA"
"2421-11445","PADORAMVA1","2010-07-01","AHY","F",44.9,90,"NOCA"
"2421-11446","PADORAMVA1","2010-07-01","HY","U",35.6,86,"GRCA"
"2421-11450","FISHFERVA1","2010-07-03","HY","U",40.8,89,"NOCA"
"2421-11451","FISHFERVA1","2010-07-03","AHY","F",35.7,87,"NOCA"
"2421-11472","MCDOELIVA1","2010-07-17","AHY","M",42.5,93.5,"NOCA"
"2421-11489","COLSKATMD1","2012-05-18","AHY","M",35.2,87,"GRCA"
"2421-11490","COLSKATMD1","2012-05-18","AHY","M",42.1,93,"NOCA"
"2421-11491","COLSKATMD1","2012-05-18","AHY","F",43.7,86,"GRCA"
"2421-11492","COLSKATMD1","2012-05-18","AHY","F",41.1,89,"NOCA"
"2421-11493","CAMPROSMD1","2012-05-19","AHY","F",40.6,86,"NOCA"
"2421-11494","CAMPROSMD1","2012-05-19","AHY","M",36.1,89,"GRCA"
"2421-11495","CAMPROSMD1","2012-05-19","AHY","M",42.1,86,"NOCA"
"2421-11501","FARYSIMMD1","2010-05-15","ASY","M",33.8,90,"GRCA"
"2421-11502","FARYSIMMD1","2010-05-15","AHY","M",41.5,94,"NOCA"
"2421-11503","FARYSIMMD1","2010-05-15","AHY","M",36.4,87,"GRCA"
"2421-11504","BROWANNDC1","2010-05-19","AHY","M",35.2,94,"GRCA"
"2421-11505","BROWANNDC1","2010-05-19","AHY","M",36.7,89.5,"GRCA"
"2421-11515","STURCARMD1","2010-06-01","AHY","F",38.8,92,"GRCA"
"2421-11533","CLARCOLDC1","2010-06-25","AHY","M",36,88,"GRCA"
"2421-11534","WILLTERMD1","2010-06-28","AHY","F",39.5,87,"GRCA"
"2421-11535","WILLTERMD1","2010-06-28","HY","U",33.1,83,"GRCA"
"2421-11536","WILLTERMD1","2010-06-28","HY","U",31.7,87,"GRCA"
"2421-11537","MANNJANDC1","2010-07-01","HY","U",37.7,88,"NOCA"
"2421-11538","MANNJANDC1","2010-07-01","AHY","F",43.8,91,"NOCA"
"2421-11539","MANNJANDC1","2010-07-01","HY","U",43.1,90,"NOCA"
"2421-11540","MANNJANDC1","2010-07-01","HY","U",40.2,90,"NOCA"
"2421-11541","MANNJANDC1","2010-07-01","HY","U",36.5,96,"NOCA"
"2421-11542","GECACARVA1","2010-07-02","AHY","F",34.3,89,"GRCA"
"2421-11543","GECACARVA1","2010-07-02","AHY","M",35.1,88,"GRCA"
"2421-11544","GECACARVA1","2010-07-02","HY","U",33.3,89,"GRCA"
"2421-11546","SCHLROBMD1","2010-07-12","AHY","F",39.3,89,"NOCA"
"2421-11547","SCHLROBMD1","2010-07-12","HY","U",38.6,85,"NOCA"
"2421-11548","BEALTOMMD1","2010-07-13","AHY","F",51.7,92,"NOCA"
"2421-11549","BEALTOMMD1","2010-07-13","AHY","M",38.8,92,"NOCA"
"2421-11558","PIROELADC1","2010-07-21","HY","U",33,89,"GRCA"
"2421-11559","PIROELADC1","2010-07-21","AHY","F",43.7,89,"NOCA"
"2421-11564","WOLFKARDC1","2010-07-27","AHY","F",44.9,89,"NOCA"
"2421-11565","WOLFKARDC1","2010-07-27","AHY","M",37.5,91,"GRCA"
"2421-11601","OLONMARDC1","2010-05-21","AHY","M",32.3,91,"GRCA"
"2421-11602","OLONMARDC1","2010-05-21","AHY","F",39.3,92,"NOCA"
"2421-11603","OLONMARDC1","2010-05-21","AHY","F",39,86,"GRCA"
"2421-11621","MISSEDDC1","2010-06-07","AHY","M",37.5,91.5,"GRCA"
"2421-11622","SALOSHEMD1","2010-06-08","AHY","M",40,92,"NOCA"
"2421-11623","JACOMERMD1","2010-06-12","AHY","M",34.3,92,"GRCA"
"2421-11624","JACOMERMD1","2010-06-12","AHY","F",36.8,91.5,"GRCA"
"2421-11636","PHARAIMMD1","2010-06-16","AHY","F",44.3,91,"NOCA"
"2421-11637","PHARAIMMD1","2010-06-16","AHY","M",41.3,89,"NOCA"
"2421-11638","PHARAIMMD1","2010-06-16","AHY","F",42,90,"NOCA"
"2421-11639","PHARAIMMD1","2010-06-16","AHY","F",46.3,92.5,"NOCA"
"2421-11649","TATEJUAMD1","2010-06-22","AHY","M",47.3,94.5,"NOCA"
"2421-11650","TATEJUAMD1","2010-06-22","AHY","M",37.1,88.5,"GRCA"
"2421-11651","TATEJUAMD1","2010-06-22","AHY","F",39.7,91,"GRCA"
"2421-11652","TATEJUAMD1","2010-06-22","HY","U",36,90,"NOCA"
"2421-11659","OBRICHRMD1","2010-07-01","AHY","F",39.4,88,"NOCA"
"2421-11660","STANJEFMD1","2010-06-30","AHY","F",77.4,124,"AMRO"
"2421-11661","STANJEFMD1","2010-06-30","HY","U",38.6,87,"NOCA"
"2421-11662","STANJEFMD1","2010-06-30","HY","U",31.8,85,"GRCA"
"2421-11663","STANJEFMD1","2010-06-30","AHY","F",37,88,"GRCA"
"2421-11664","OBRICHRMD1","2010-07-01","AHY","F",33.3,88,"GRCA"
"2421-11665","BLOCDAVMD1","2010-07-07","HY","U",35.5,86.5,"GRCA"
"2421-11666","BLOCDAVMD1","2010-07-07","HY","U",35.8,88,"GRCA"
"2421-11667","BLOCDAVMD1","2010-07-07","AHY","F",35.8,88,"GRCA"
"2421-11683","BRIGKIMMD1","2010-07-21","HY","U",35.5,88,"GRCA"
"2421-11684","BRIGKIMMD1","2010-07-21","AHY","M",35.5,90,"GRCA"
